application_id,Interview Taken on,Status,event_name,Department,Post Name,Offered Salary
709650,2014-05-17 14:45:13,Rejected,Female,Service Department,c-10,48861.0
368942,2014-05-17 14:46:46,Hired,Male,Service Department,c-10,73960.0
940275,2014-07-29 17:36:40,Hired,Don’t want to say,Operations Department,i5,53484.0
933818,2014-08-08 12:40:48,Hired,Male,Operations Department,i5,12323.0
138733,2014-08-08 12:42:26,Hired,Male,Operations Department,i5,73873.0
518587,2014-08-08 12:43:38,Hired,Male,Operations Department,i5,81742.0
974429,2014-08-08 12:47:06,Hired,Male,Operations Department,i5,88589.0
994181,2014-08-20 09:33:55,Hired,Female,Purchase Department,c5,49869.0
545839,2014-08-20 09:34:36,Rejected,Male,Purchase Department,c5,22624.0
395075,2014-08-08 09:32:45,Rejected,Male,Service Department,i5,48454.0
368517,2014-08-08 09:33:19,Hired,Female,Service Department,i5,83286.0
211885,2014-05-15 15:49:59,Rejected,Male,Purchase Department,c9,99347.0
357876,2014-07-14 09:31:39,Hired,Male,Purchase Department,c9,47302.0
950041,2014-08-23 19:50:44,Hired,Male,Purchase Department,c9,27830.0
598714,2014-08-23 19:51:21,Hired,Male,Purchase Department,c9,8068.0
188110,2014-08-23 19:52:14,Hired,Male,Purchase Department,c9,51603.0
802295,2014-06-13 16:40:27,Hired,Male,Service Department,c9,87431.0
751647,2014-06-13 16:41:01,Hired,Male,Service Department,c9,39881.0
519305,2014-06-13 16:43:05,Rejected,Female,Service Department,c9,96593.0
615653,2014-06-18 03:32:32,Hired,Female,Service Department,c9,66262.0
734342,2014-07-09 12:16:19,Rejected,Male,Operations Department,c9,31838.0
628273,2014-07-28 09:31:27,Hired,Male,Operations Department,c9,10175.0
903767,2014-07-28 12:40:28,Hired,Male,Operations Department,c9,53338.0
193661,2014-08-16 01:10:14,Hired,Female,Operations Department,c9,72200.0
936693,2014-06-18 16:28:38,Hired,Male,Operations Department,c9,12124.0
503766,2014-06-18 18:05:36,Hired,Male,Operations Department,c9,17320.0
919960,2014-08-12 09:36:19,Hired,Female,Operations Department,c9,87445.0
376034,2014-08-12 09:32:27,Hired,Female,Operations Department,c9,31041.0
834576,2014-08-12 09:33:38,Hired,Female,Operations Department,c9,41123.0
110322,2014-08-12 09:34:03,Hired,Female,Operations Department,c9,85673.0
45708,2014-08-12 09:35:17,Hired,Female,Operations Department,c9,12735.0
656692,2014-07-14 17:18:40,Hired,Female,Human Resource Department,c8,33714.0
650516,2014-07-16 09:32:56,Hired,Male,Human Resource Department,c8,51638.0
138930,2014-07-25 14:07:17,Hired,Male,Human Resource Department,i5,57586.0
135446,2014-06-05 09:32:49,Hired,Female,Operations Department,b9,91138.0
308325,2014-05-29 09:33:10,Hired,Male,Operations Department,c9,82763.0
190290,2014-06-01 09:56:43,Hired,Male,Operations Department,c9,51741.0
481410,2014-07-18 13:21:44,Hired,Don’t want to say,Operations Department,c5,6134.0
596691,2014-07-10 09:33:18,Rejected,Female,Operations Department,c5,33398.0
478882,2014-07-10 20:01:25,Hired,Male,Operations Department,c5,96127.0
742130,2014-07-17 09:32:12,Hired,Male,Operations Department,c5,89516.0
559622,2014-07-17 09:32:43,Hired,Female,Operations Department,c5,46100.0
364553,2014-05-08 16:53:19,Rejected,Male,Operations Department,i6,93400.0
53774,2014-05-08 16:55:02,Rejected,Male,Operations Department,i6,31788.0
461699,2014-05-08 16:56:36,Hired,Male,Operations Department,i6,77446.0
269624,2014-07-10 09:32:57,Hired,Male,Operations Department,i6,54321.0
246343,2014-08-13 11:04:50,Hired,Male,Operations Department,i6,87688.0
210917,2014-08-13 11:06:19,Hired,Male,Operations Department,i6,44157.0
936124,2014-08-13 11:06:51,Hired,Male,Operations Department,i6,7704.0
765693,2014-08-13 11:08:17,Rejected,Female,Operations Department,i6,55382.0
814691,2014-05-15 09:34:54,Hired,Female,Service Department,c9,29460.0
103368,2014-05-21 07:59:07,Hired,Female,Service Department,c9,56073.0
481635,2014-06-17 11:22:51,Hired,Don’t want to say,Service Department,c9,23082.0
742146,2014-06-18 07:35:32,Hired,Female,Service Department,c9,65747.0
795283,2014-06-19 15:26:31,Hired,Don’t want to say,Service Department,c9,87332.0
44114,2014-06-03 15:12:09,Hired,Female,Operations Department,c9,23746.0
570607,2014-07-24 16:53:37,Hired,Male,Purchase Department,i7,47389.0
27714,2014-08-02 16:16:22,Rejected,Female,Purchase Department,i7,4810.0
384336,2014-08-12 12:03:37,Hired,Male,Purchase Department,i7,60096.0
791624,2014-05-27 16:56:38,Hired,Female,Production Department,i7,43830.0
401119,2014-05-21 02:45:23,Hired,Male,Service Department,i5,38315.0
153994,2014-06-23 09:35:47,Hired,Female,Operations Department,c8,39097.0
751324,2014-06-23 17:54:05,Hired,Male,Operations Department,i5,47884.0
35872,2014-06-23 17:53:24,Hired,Don’t want to say,Operations Department,i5,2963.0
472361,2014-06-25 17:41:22,Rejected,Male,Service Department,c9,2915.0
287111,2014-06-25 17:41:50,Rejected,Female,Service Department,c9,50460.0
505647,2014-06-04 09:32:42,Hired,Male,Human Resource Department,i7,95088.0
220398,2014-08-29 06:39:34,Rejected,Male,Marketing Department,c9,54885.0
154247,2014-05-06 12:10:21,Rejected,Male,Purchase Department,c9,7538.0
111894,2014-08-20 09:34:53,Rejected,Male,Operations Department,i6,55566.0
65281,2014-08-20 15:17:38,Hired,Male,Operations Department,i6,16517.0
713696,2014-08-26 06:18:07,Rejected,Male,Operations Department,i6,99178.0
916272,2014-08-27 10:32:51,Rejected,Male,Operations Department,i6,39210.0
386218,2014-08-27 10:36:14,Rejected,Male,Operations Department,i6,30342.0
501640,2014-06-19 09:31:36,Rejected,Male,Service Department,c-10,31680.0
529887,2014-07-10 11:18:40,Hired,Female,Service Department,c9,39772.0
626291,2014-07-10 11:19:10,Hired,Male,Service Department,c9,60274.0
63334,2014-07-17 09:32:33,Rejected,Don’t want to say,Service Department,c-10,33242.0
829033,2014-08-27 18:08:44,Rejected,Male,Operations Department,b9,25351.0
813452,2014-08-27 18:09:52,Rejected,Female,Operations Department,b9,70265.0
227046,2014-08-27 18:08:35,Hired,-,Operations Department,b9,76730.0
861698,2014-05-20 13:32:50,Rejected,Female,Finance Department,i7,71666.0
101549,2014-05-20 13:33:21,Hired,Female,Finance Department,i7,82771.0
55706,2014-05-20 13:35:46,Hired,Female,Finance Department,i7,86937.0
868847,2014-06-21 13:34:46,Hired,Female,Finance Department,i7,93219.0
947270,2014-06-21 13:36:04,Hired,Female,Finance Department,i7,32160.0
899762,2014-06-23 11:42:03,Hired,Female,Finance Department,i7,39146.0
635482,2014-07-14 09:31:56,Hired,Female,Operations Department,c-10,67051.0
240772,2014-05-04 08:10:28,Hired,Female,Service Department,c5,18281.0
603992,2014-07-09 17:31:30,Hired,Male,Service Department,i5,71166.0
247772,2014-07-09 17:31:33,Rejected,Don’t want to say,Service Department,i5,41676.0
939347,2014-08-27 16:32:08,Rejected,Female,Human Resource Department,c8,25293.0
454543,2014-08-27 16:33:03,Hired,Male,Human Resource Department,c8,33908.0
521484,2014-08-04 16:45:13,Hired,Female,Service Department,c9,77487.0
258366,2014-08-11 09:32:40,Hired,Male,Service Department,c9,44494.0
99043,2014-06-13 03:33:09,Hired,Male,Operations Department,c9,75040.0
423920,2014-06-21 09:41:07,Hired,Male,Operations Department,c9,76305.0
382458,2014-06-30 10:34:17,Hired,Male,Operations Department,c9,6041.0
309858,2014-05-06 09:32:26,Hired,Don’t want to say,Service Department,c5,93522.0
615118,2014-08-19 09:33:33,Rejected,Female,Production Department,c9,62718.0
803039,2014-08-25 10:16:26,Rejected,Female,Production Department,c9,79470.0
58219,2014-08-25 10:18:53,Hired,Male,Production Department,c9,81522.0
638672,2014-08-27 08:22:11,Hired,Male,Production Department,c9,59695.0
925194,2014-05-03 16:03:10,Hired,Male,Sales Department,c8,27426.0
539039,2014-05-03 16:03:09,Hired,Don’t want to say,Sales Department,c8,80117.0
273549,2014-07-09 09:31:48,Hired,Male,Sales Department,c8,67605.0
396461,2014-07-09 09:32:54,Hired,Male,Sales Department,c8,33043.0
627546,2014-07-23 07:04:50,Hired,Male,Sales Department,c8,7409.0
457760,2014-08-21 09:32:07,Hired,Male,Service Department,i7,67411.0
941474,2014-08-21 09:34:41,Hired,Female,Service Department,i7,44038.0
298130,2014-08-21 09:32:49,Hired,Female,Service Department,i7,50457.0
783522,2014-08-22 09:31:21,Hired,Male,Service Department,c5,15457.0
736044,2014-08-25 09:33:55,Rejected,Female,Finance Department,i5,78172.0
222478,2014-05-27 19:45:38,Hired,Female,Service Department,c-10,61681.0
472420,2014-07-02 18:10:52,Rejected,Don’t want to say,Service Department,c-10,33623.0
561457,2014-07-10 08:45:54,Hired,Male,Service Department,c-10,80432.0
801801,2014-07-10 08:46:33,Rejected,Male,Service Department,c-10,77932.0
52782,2014-05-26 09:32:50,Hired,Male,Service Department,i5,27101.0
474350,2014-05-28 19:32:46,Rejected,Male,Service Department,i5,98474.0
489065,2014-05-28 19:33:41,Hired,Female,Service Department,i5,30200.0
338318,2014-05-29 09:59:30,Rejected,Male,Service Department,i5,64771.0
245113,2014-06-05 08:11:23,Rejected,Female,Service Department,i5,45078.0
415979,2014-06-05 08:08:42,Rejected,Don’t want to say,Service Department,i5,97179.0
210790,2014-06-18 09:43:47,Rejected,Female,Service Department,i5,74880.0
687478,2014-06-03 09:12:30,Hired,Don’t want to say,Service Department,i5,68539.0
521928,2014-06-10 17:23:03,Hired,Female,Service Department,i5,22740.0
949990,2014-06-14 18:36:55,Rejected,Male,Service Department,i5,31549.0
234624,2014-06-14 18:37:57,Hired,Male,Service Department,i5,27736.0
347863,2014-06-23 11:45:40,Rejected,Male,Service Department,i5,42307.0
680409,2014-08-29 11:10:48,Hired,Male,Service Department,i5,64553.0
914589,2014-08-30 18:27:53,Rejected,Male,Service Department,i5,60435.0
360707,2014-07-08 09:36:46,Hired,Female,Operations Department,i6,17587.0
703126,2014-07-08 09:38:08,Hired,Female,Operations Department,i6,19029.0
744831,2014-05-09 13:23:11,Hired,Male,Service Department,c5,33095.0
978593,2014-05-06 09:31:12,Rejected,Male,Service Department,c5,17702.0
905274,2014-06-06 17:45:05,Hired,Female,Operations Department,c-10,42100.0
704738,2014-06-06 17:46:17,Rejected,Female,Operations Department,c-10,76713.0
220546,2014-06-06 17:48:50,Hired,Female,Operations Department,c-10,18465.0
620270,2014-06-19 19:49:51,Rejected,Female,Operations Department,c-10,81695.0
116204,2014-06-19 19:53:09,Hired,Female,Operations Department,c-10,27278.0
955461,2014-07-02 09:32:18,Hired,Male,Operations Department,c-10,99037.0
147269,2014-07-14 17:45:04,Rejected,Male,Operations Department,c-10,10225.0
284535,2014-05-01 09:33:56,Hired,Male,Marketing Department,c9,4686.0
457090,2014-06-26 09:36:14,Rejected,Male,Marketing Department,c9,43328.0
857711,2014-07-10 17:21:29,Rejected,Female,Marketing Department,c9,72598.0
601135,2014-07-04 11:05:21,Rejected,Male,Service Department,i7,41355.0
687407,2014-07-04 11:12:57,Rejected,Female,Service Department,i7,11686.0
741101,2014-07-17 12:04:13,Rejected,Female,Service Department,i7,99614.0
977471,2014-07-17 12:05:52,Hired,Male,Service Department,i7,52280.0
342154,2014-06-26 09:01:10,Hired,Female,Operations Department,c9,96032.0
180086,2014-06-26 09:04:56,Hired,Female,Operations Department,c9,55177.0
258186,2014-07-11 10:00:36,Hired,Female,Operations Department,c9,38034.0
53510,2014-05-23 09:31:15,Hired,Male,Operations Department,c5,54503.0
465591,2014-05-23 09:36:58,Rejected,Female,Operations Department,c5,25923.0
177049,2014-05-23 09:37:33,Rejected,Male,Operations Department,c5,93530.0
329624,2014-06-05 18:05:59,Rejected,Male,Operations Department,c5,43798.0
50158,2014-06-05 18:13:19,Hired,Female,Operations Department,c5,26422.0
189866,2014-06-09 14:43:24,Hired,Male,Operations Department,c5,3330.0
474992,2014-06-09 14:45:38,Rejected,Male,Operations Department,c5,93455.0
18701,2014-06-20 18:35:23,Hired,Male,Operations Department,c5,79234.0
18596,2014-06-26 00:39:52,Rejected,Female,Operations Department,c5,91894.0
856085,2014-06-26 00:41:16,Rejected,Female,Operations Department,c5,42555.0
527591,2014-06-26 00:41:45,Hired,Male,Operations Department,c5,69559.0
787319,2014-06-13 09:34:09,Rejected,Male,Marketing Department,i1,44645.0
980503,2014-06-14 09:30:13,Hired,Female,Marketing Department,i1,23843.0
902869,2014-06-14 09:30:50,Hired,Male,Marketing Department,i1,87397.0
825924,2014-06-14 09:31:12,Hired,Male,Marketing Department,i1,14658.0
934522,2014-05-02 14:12:18,Hired,Female,General Management,c9,91445.0
275419,2014-05-05 19:41:48,Hired,Male,General Management,i6,79689.0
513007,2014-05-22 18:31:13,Rejected,Male,Operations Department,c9,43540.0
489080,2014-07-07 09:31:57,Hired,Male,Operations Department,c9,17378.0
165499,2014-07-07 09:33:34,Hired,Male,Operations Department,c9,24452.0
861441,2014-07-17 13:13:18,Hired,Female,Operations Department,c9,57146.0
228054,2014-07-17 13:13:48,Hired,Male,Operations Department,c9,10646.0
546950,2014-07-16 09:48:58,Rejected,Male,Operations Department,c9,44564.0
708992,2014-07-16 09:52:46,Hired,Female,Operations Department,c9,46129.0
383976,2014-07-16 09:54:50,Hired,Female,Operations Department,c9,84992.0
827122,2014-08-19 09:33:27,Rejected,Female,Purchase Department,c9,65433.0
831694,2014-05-25 10:40:33,Rejected,Male,Service Department,c9,7139.0
723857,2014-05-25 10:45:51,Hired,Male,Service Department,c9,37285.0
270932,2014-07-02 09:32:23,Rejected,Male,Service Department,c9,57559.0
937869,2014-07-11 19:01:29,Hired,Female,Service Department,c9,76032.0
983895,2014-07-23 16:54:38,Rejected,Male,Service Department,c9,85954.0
350425,2014-07-23 16:56:16,Hired,Male,Service Department,c9,95587.0
978384,2014-07-23 16:57:54,Hired,Female,Service Department,c9,33484.0
686364,2014-07-03 09:31:54,Hired,Female,Operations Department,i7,26851.0
316515,2014-07-03 09:33:04,Hired,Male,Operations Department,i7,11556.0
976906,2014-05-26 17:54:14,Hired,Female,Service Department,c-10,49667.0
43558,2014-05-26 17:54:09,Hired,Female,Service Department,c-10,24867.0
614695,2014-05-16 09:32:20,Hired,Male,Operations Department,c9,97614.0
483616,2014-05-16 09:33:31,Hired,Male,Operations Department,c9,38880.0
985439,2014-05-18 22:26:33,Hired,Female,Operations Department,i5,79611.0
983431,2014-06-04 09:13:38,Hired,Female,Operations Department,c9,18881.0
976920,2014-07-18 09:31:49,Rejected,Male,Operations Department,c9,9638.0
951218,2014-07-18 09:32:24,Hired,Female,Operations Department,c9,55809.0
827606,2014-07-18 09:38:09,Rejected,Male,Operations Department,c9,88236.0
280138,2014-07-18 19:30:21,Hired,Female,Operations Department,i5,72664.0
411283,2014-07-18 19:31:23,Rejected,Female,Operations Department,i5,92805.0
243776,2014-07-18 19:33:18,Hired,Male,Operations Department,i5,87521.0
340001,2014-07-21 15:07:51,Hired,Male,Operations Department,i5,19917.0
688430,2014-07-21 15:09:38,Hired,Female,Operations Department,i5,3931.0
267149,2014-07-21 15:10:23,Rejected,Male,Operations Department,i5,69565.0
217615,2014-07-21 15:08:37,Hired,Female,Operations Department,i5,3290.0
372578,2014-07-21 15:09:04,Hired,Female,Operations Department,i5,16385.0
172212,2014-07-21 15:11:32,Hired,Female,Operations Department,i5,39002.0
332886,2014-07-21 15:12:33,Hired,Female,Operations Department,i5,95555.0
279479,2014-07-25 09:37:08,Hired,Male,Operations Department,c9,34260.0
782316,2014-07-28 08:25:26,Hired,Male,Operations Department,c9,43040.0
995570,2014-07-28 08:26:42,Rejected,Female,Operations Department,c9,61174.0
471223,2014-08-15 09:34:02,Hired,Female,Operations Department,c9,70497.0
406675,2014-08-15 09:35:13,Rejected,Female,Operations Department,c9,32483.0
485078,2014-08-15 09:35:39,Hired,Male,Operations Department,c9,40687.0
337257,2014-08-15 09:37:16,Rejected,Female,Operations Department,c9,44400.0
596647,2014-05-27 11:38:47,Rejected,Male,Marketing Department,i7,2970.0
129235,2014-05-27 11:39:08,Rejected,Male,Marketing Department,i7,57847.0
24880,2014-07-04 08:34:01,Hired,Male,Operations Department,c5,18527.0
156526,2014-07-04 08:35:01,Rejected,Male,Operations Department,c5,81539.0
35902,2014-07-05 11:18:03,Hired,Male,Operations Department,c5,12508.0
175665,2014-07-05 11:18:34,Rejected,Male,Operations Department,c5,27621.0
779449,2014-07-08 18:42:22,Rejected,Male,Operations Department,i1,59246.0
136609,2014-07-08 18:43:45,Hired,Male,Operations Department,i1,99169.0
839749,2014-05-21 15:08:14,Hired,Male,Operations Department,i6,9199.0
268371,2014-06-06 04:28:59,Rejected,Male,Operations Department,i5,65933.0
51030,2014-06-06 04:29:23,Rejected,Male,Operations Department,i5,61098.0
434830,2014-06-06 04:31:11,Hired,Male,Operations Department,i5,66521.0
639529,2014-06-06 04:31:48,Hired,Female,Operations Department,i5,95111.0
592294,2014-06-23 12:35:36,Rejected,Male,Operations Department,i5,41460.0
758774,2014-05-12 23:13:06,Hired,Don’t want to say,Marketing Department,c9,42869.0
590682,2014-05-14 09:32:35,Hired,Male,Operations Department,i7,51131.0
107163,2014-07-09 09:31:43,Hired,Male,Operations Department,i7,67869.0
740604,2014-07-09 09:32:09,Hired,Male,Operations Department,i7,42459.0
959387,2014-07-09 09:32:44,Rejected,Female,Operations Department,i7,55713.0
614118,2014-07-09 09:33:28,Rejected,Female,Operations Department,i7,6820.0
973608,2014-07-09 09:34:35,Rejected,Female,Operations Department,i7,85898.0
298297,2014-07-09 09:35:56,Hired,Male,Operations Department,i7,46222.0
635074,2014-05-14 09:31:41,Rejected,Don’t want to say,Operations Department,c-10,34348.0
925976,2014-05-14 11:13:08,Hired,Male,Operations Department,c-10,38000.0
916219,2014-08-06 07:44:20,Hired,Female,Finance Department,i1,31724.0
195192,2014-08-06 07:45:21,Rejected,Female,Finance Department,i1,79867.0
105487,2014-08-08 05:13:49,Hired,Female,Finance Department,i1,62331.0
824012,2014-06-05 16:15:55,Rejected,Female,Operations Department,c9,44876.0
373245,2014-06-05 16:17:56,Rejected,Male,Operations Department,c9,96397.0
690152,2014-06-05 16:18:24,Rejected,Male,Operations Department,c9,54102.0
577016,2014-06-11 18:18:59,Hired,Male,Operations Department,i7,60448.0
786330,2014-06-11 18:21:04,Rejected,Male,Operations Department,i7,30853.0
581142,2014-08-27 09:31:26,Rejected,Male,Operations Department,i7,35789.0
593847,2014-08-27 09:32:24,Hired,Don’t want to say,Operations Department,i7,46661.0
679555,2014-05-21 09:34:01,Hired,Male,Operations Department,c8,1646.0
983167,2014-05-21 09:31:50,Rejected,Don’t want to say,Operations Department,c8,44453.0
949311,2014-06-14 18:53:17,Rejected,Female,Finance Department,i7,81189.0
307175,2014-06-14 18:57:47,Hired,Female,Finance Department,i7,62291.0
457776,2014-06-25 09:34:11,Rejected,Female,Finance Department,i7,76314.0
24736,2014-06-26 17:36:38,Rejected,Female,Finance Department,i7,53664.0
604503,2014-06-26 17:38:56,Hired,Female,Finance Department,i7,78186.0
503538,2014-05-23 03:32:31,Rejected,Male,Production Department,i1,46193.0
476510,2014-05-23 03:35:30,Hired,Male,Production Department,i1,71255.0
879713,2014-05-23 03:38:51,Rejected,Male,Production Department,i1,99939.0
926098,2014-05-23 03:39:15,Rejected,Female,Production Department,i1,73626.0
410845,2014-05-23 13:55:53,Hired,Male,Production Department,i1,25664.0
99869,2014-05-23 13:56:19,Hired,Male,Production Department,i1,58143.0
58730,2014-05-23 13:56:29,Hired,Don’t want to say,Production Department,i1,42593.0
228007,2014-07-18 18:59:28,Hired,Male,Production Department,i1,22172.0
230925,2014-07-18 19:00:37,Rejected,Female,Production Department,i1,99722.0
120784,2014-07-21 11:44:17,Hired,Male,Production Department,i1,34253.0
419712,2014-07-21 11:44:47,Hired,Male,Production Department,i1,20831.0
439765,2014-08-07 14:51:43,Hired,Male,Production Department,i1,77026.0
834168,2014-07-25 09:32:27,Rejected,Female,Service Department,c5,70162.0
881644,2014-07-16 13:29:46,Rejected,Male,Operations Department,c-10,11705.0
499939,2014-07-16 13:32:34,Hired,Female,Operations Department,c-10,61779.0
711350,2014-07-16 13:33:59,Rejected,-,Operations Department,c-10,25785.0
489788,2014-07-16 13:34:50,Hired,Female,Operations Department,c-10,69626.0
133341,2014-07-16 13:36:40,Rejected,Female,Operations Department,c-10,94575.0
264698,2014-07-16 13:35:00,Rejected,Female,Operations Department,c-10,70530.0
617547,2014-08-01 09:32:17,Hired,Male,Operations Department,c-10,11530.0
517271,2014-06-12 16:44:16,Hired,Female,General Management,i7,76110.0
940546,2014-07-01 09:32:39,Rejected,Female,Human Resource Department,i6,71269.0
844493,2014-07-01 09:33:52,Hired,Female,Human Resource Department,i6,95194.0
789804,2014-07-01 09:36:50,Hired,Female,Human Resource Department,i6,11322.0
459062,2014-07-01 09:36:02,Hired,Female,Human Resource Department,i6,6715.0
831241,2014-05-01 09:32:25,Rejected,Female,Service Department,c5,72140.0
466171,2014-05-16 15:38:50,Rejected,Male,Service Department,i7,30326.0
141176,2014-05-17 19:00:10,Rejected,Male,Service Department,i7,80215.0
659823,2014-07-13 08:14:30,Hired,Male,Service Department,i7,98666.0
203764,2014-08-07 09:31:56,Hired,Female,Service Department,i7,80165.0
817741,2014-08-07 09:35:45,Rejected,Female,Service Department,i7,75557.0
14857,2014-08-25 08:26:46,Hired,Female,Service Department,i7,54112.0
452225,2014-08-26 07:29:00,Rejected,Male,Service Department,i7,4313.0
180717,2014-08-29 04:59:57,Rejected,Male,Service Department,i7,62870.0
244060,2014-06-19 05:28:55,Rejected,Male,Operations Department,b9,34536.0
165545,2014-07-22 10:18:21,Hired,Male,Production Department,c-10,33814.0
650345,2014-05-14 12:58:52,Hired,Female,Operations Department,c9,42620.0
231879,2014-05-23 07:56:20,Hired,Female,Operations Department,c9,61751.0
342615,2014-05-23 07:57:20,Hired,Male,Operations Department,c9,43304.0
513710,2014-05-31 17:09:32,Rejected,Male,Operations Department,c9,99341.0
555677,2014-06-06 10:27:34,Rejected,Female,Operations Department,c9,58591.0
700115,2014-06-06 10:30:07,Rejected,Female,Operations Department,c9,33319.0
191505,2014-06-06 10:32:23,Rejected,Female,Operations Department,c9,65520.0
189468,2014-06-06 10:33:17,Rejected,Male,Operations Department,c9,94620.0
675299,2014-06-06 10:34:29,Rejected,Male,Operations Department,c9,98326.0
141128,2014-06-12 13:42:18,Hired,Male,Operations Department,c9,33330.0
261174,2014-06-18 10:43:18,Rejected,Don’t want to say,Operations Department,c9,97251.0
961393,2014-05-29 12:58:53,Hired,Male,Operations Department,c9,4703.0
646326,2014-05-29 15:07:55,Rejected,Male,Operations Department,c9,79777.0
884079,2014-05-29 19:18:11,Hired,Male,Operations Department,c9,37271.0
864921,2014-05-29 19:21:22,Rejected,Male,Operations Department,c9,74970.0
900760,2014-08-18 16:05:12,Rejected,Male,Operations Department,c9,53193.0
819539,2014-08-18 16:09:04,Rejected,Male,Operations Department,c9,16698.0
111548,2014-08-22 10:26:04,Rejected,Male,Operations Department,c9,62982.0
763319,2014-05-01 14:27:21,Hired,Male,Marketing Department,i5,70542.0
333339,2014-07-25 09:36:29,Hired,Female,Marketing Department,i5,95050.0
48952,2014-06-02 13:45:59,Hired,Don’t want to say,Service Department,c9,49285.0
823035,2014-08-06 10:13:00,Hired,Male,Production Department,c5,8146.0
332641,2014-08-06 10:55:52,Rejected,Male,Production Department,c5,92172.0
77360,2014-08-06 10:59:31,Hired,Female,Production Department,c5,41743.0
457386,2014-07-23 09:32:12,Rejected,Male,Production Department,c5,4656.0
383089,2014-08-08 10:07:04,Rejected,Male,Production Department,c5,63653.0
794994,2014-08-08 10:08:48,Rejected,Male,Production Department,c5,97174.0
736323,2014-05-29 08:32:02,Rejected,Male,Operations Department,c-10,45782.0
660708,2014-06-26 09:00:50,Hired,Male,Operations Department,c-10,98444.0
894798,2014-06-26 09:01:52,Rejected,Male,Operations Department,c-10,37173.0
877915,2014-06-26 09:05:20,Hired,Female,Operations Department,c-10,9066.0
218423,2014-06-17 14:21:49,Rejected,Don’t want to say,Operations Department,i6,9465.0
719982,2014-06-21 12:22:27,Hired,Male,Operations Department,i6,75782.0
18728,2014-06-21 12:23:00,Hired,Female,Operations Department,i6,20180.0
873876,2014-05-12 09:31:55,Rejected,Male,Service Department,c-10,25927.0
958317,2014-08-04 09:31:23,Hired,Male,Purchase Department,c9,97852.0
658586,2014-08-04 09:32:57,Hired,Don’t want to say,Purchase Department,c9,19802.0
38289,2014-07-31 10:09:06,Rejected,Female,Operations Department,c5,21823.0
166757,2014-08-23 17:36:05,Rejected,Female,Operations Department,c5,19349.0
66682,2014-08-27 08:17:16,Hired,Male,Operations Department,c5,21158.0
889764,2014-08-27 08:17:55,Hired,Female,Operations Department,c5,26692.0
970746,2014-08-27 08:18:29,Rejected,Male,Operations Department,c5,53579.0
16043,2014-05-29 09:36:55,Hired,Male,Operations Department,c5,85780.0
577264,2014-06-07 15:52:07,Hired,Female,Operations Department,b9,28676.0
505688,2014-07-16 15:30:55,Rejected,Male,Operations Department,c5,52969.0
240865,2014-07-17 18:11:23,Hired,Male,Operations Department,b9,49086.0
318222,2014-05-27 09:33:07,Rejected,Male,Service Department,i6,77940.0
807688,2014-05-31 13:52:21,Hired,Male,Service Department,i6,17268.0
697675,2014-06-13 16:49:25,Rejected,Male,Service Department,i6,60505.0
510934,2014-06-17 11:41:56,Hired,Male,Service Department,i6,71141.0
193283,2014-06-17 11:42:24,Rejected,Male,Service Department,i6,7965.0
268308,2014-06-20 13:27:55,Hired,Male,Service Department,i6,38483.0
101092,2014-06-28 14:21:38,Hired,Female,Service Department,i6,16530.0
624227,2014-07-15 09:31:56,Hired,Female,Service Department,i6,9299.0
988379,2014-07-15 09:39:24,Rejected,Male,Service Department,i6,12753.0
770714,2014-07-10 10:29:51,Hired,Female,Human Resource Department,c5,69273.0
423766,2014-07-30 12:11:50,Hired,Female,Human Resource Department,c5,51476.0
232347,2014-07-30 12:12:35,Rejected,Male,Human Resource Department,c5,21305.0
582577,2014-07-30 12:12:36,Rejected,Female,Human Resource Department,c5,81590.0
113715,2014-08-19 09:04:01,Hired,Female,Human Resource Department,c5,52538.0
941712,2014-08-25 10:29:08,Rejected,Male,Human Resource Department,c5,14054.0
830954,2014-08-25 10:30:41,Rejected,Female,Human Resource Department,c5,18564.0
996835,2014-06-12 14:15:37,Hired,Don’t want to say,Service Department,c5,95328.0
754136,2014-05-07 09:33:18,Rejected,Male,Operations Department,c9,67493.0
298589,2014-05-14 07:27:48,Hired,Male,Operations Department,c9,32952.0
127268,2014-07-30 18:15:27,Hired,Male,Service Department,i5,8172.0
90601,2014-07-30 18:16:28,Hired,Female,Service Department,i5,15277.0
961227,2014-07-30 18:17:18,Hired,Female,Service Department,i5,23112.0
618331,2014-07-30 18:19:18,Hired,Male,Service Department,i5,61657.0
680771,2014-08-05 13:52:32,Hired,Male,Service Department,i5,65525.0
232988,2014-06-12 09:32:20,Hired,Male,Operations Department,c9,48721.0
351100,2014-06-20 08:06:24,Rejected,Male,Operations Department,c9,75441.0
936551,2014-06-20 08:08:22,Rejected,Male,Operations Department,c9,55723.0
812365,2014-06-20 08:13:47,Hired,Male,Operations Department,c9,66600.0
499754,2014-07-18 16:36:27,Hired,Male,Operations Department,c9,68351.0
718505,2014-07-18 16:38:43,Hired,Male,Operations Department,c9,70687.0
169578,2014-07-30 18:27:45,Hired,Female,Operations Department,c9,44372.0
988971,2014-07-30 18:28:47,Hired,Male,Operations Department,c9,98489.0
776735,2014-08-29 09:31:58,Hired,Male,Service Department,c9,16566.0
486691,2014-08-29 09:33:51,Rejected,Female,Service Department,c9,59181.0
316923,2014-08-29 09:31:40,Hired,Female,Service Department,c9,20943.0
